filename,label,filepath,transcript
audio_764.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_764.wav," I am going to tell about my hobby and my hobby generally a hobby is considered as a regular activity that is done for enjoyment during leisure time. Hobby include themed items and objects engaging in creative and artistic pursuits, playing sports or doing any creative things or participating in any of the activities. I generally interested in reading books or developing fashions making it diverse and different from others. Hobbies tend to follow trends in society and also the advancing production and technology of this generation."
audio_1253.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1253.wav," My favorite place is Shirdi and it is temple. We went to Shirdi with my family and we have enjoyed very lot. We have enjoyed very lot and Shirdi is look like a very beautiful. In Shirdi, the god is Sai Baba. We really enjoyed very much. In Shirdi, we visited near places like Shirdi Singalapuram and Nasik. In Nasik, Shiva is located as a god. There is a famous food called Pav Bhaji. It is mostly famous food and I like that food very much. It is a beautiful place."
audio_1271.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1271.wav," My goal is I become an interpreter, because I am not work under anyone. I think to provide work to everyone, because my education is not to work from under anyone. I try to provide work to everyone and develop myself. Providing work is very good in the world, because giving work is good help to everyone. This is my long term goal to become an entrepreneur. Thank you."
audio_638.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_638.wav," My goal is editing. I have interested in editing field. Currently I am running a insta page. It is 5k followers. I am struggling to face how to add effects, how to cut videos, how to make video clips. Watching YouTube and learn these are effects. Starting stage is so difficult for learning. After that I feel free to edit. My insta page has also reached recently."
audio_755.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_755.wav," My hobby is to enjoy every moment of life, whatever it may be, it may be sad, happy or something else. Every moment is precious for us, so we need to enjoy every moment in our life, whatever it may be the result. We should not think on result, we should think on process, how the process is going on, then it will automatically give us a smile on our face and that is my ultimate goal. Not thinking of too much of result, what will happen now, tomorrow, day after tomorrow, My favorite hobby is to enjoy every moment of life and having smile on my face."
audio_950.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_950.wav," This is my school playground, looks like a small and you cannot anything in that playground and there is no any activities or activities that are popular among students on the playground. Only in the school playground you can listen only building only you can hear in schools mostly. And also listen to other classes how to tell teachers, free teachers and so much"
audio_1232.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1232.wav, For me school ground was like a heaven where it brought all our sorrows and tears into a happiness where all our friends and family members of our cousins we laughed because it was a beautiful place we hear the laughs of every children. Nowadays I miss the school playground because I am in the college where I am busy with my academics. And for me my favorite game was shuttle where I played with my brother in school and I am the champion in the shuttle. I like the school playground and I miss the school playground nowadays too much. It was too good and those memories are too beautiful whenever I remember them. It was a good experience but I miss them.
audio_346.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_346.wav," My best day in my life also when I was successful in my life and my parents and my neighbourhoods and my friends said that I am successful in my career. That was my best day in my life. I am very happy when I achieved my goals. I am too proud of my family and my friends. My best day of life is when I am successful in my life. But due to I am in college, the day was not come yet. But I am trying to get successful in my life too. So I am working hard."
audio_730.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_730.wav," Generally, crowd markets contains in a different situation. It is mainly suitable for vegetables and where the people sell the vegetables at one place and people especially in middle class families come especially to purchase those vegetables in Sunday. And they would like to purchase those vegetables in different ways like buyers and sellers are accommodating in those places and they are bargaining for that vegetables. And so many people are there in that place where it was a crowd market and it was so busy and same vegetables are selling different different persons at different different prices and people are bargaining on that. And it was mainly on Sunday in India especially and the crowd market."
audio_783.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_783.wav, Describe your my favorite hobby. My favorite hobby is playing badminton and I play it with my son or with my husband or even my solo or alone time I want to Give this opportunity to play and practice of my hobby and then I want to play this to To get sweat and exercise as well every day it's a useful to our healthy and well-being when we get Not we getting younger we getting older by the time a year goes by So that's why this is my favorite hobby playing badminton as well I'm Using a raquette and a feather To play that badminton we enjoy it a lot with my son and with my family to play this every day
audio_39.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_39.wav, every person have a goal to achieve it for that he work hard and to be patient to achieve it my goal is to crack civil services and join in civil services main problem i face to achieve is it's a very tough exam and to crack this exam we need many sources and very patience
audio_292.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_292.wav," On the best day of my life is the day the university I attended hosted a game, a sport festival called Nougat which comprises all the old country, all the old university, state university, federal university in my country whereby the country, in particular my school hosted a competition. I was so happy, what made this special because me seeing different people from different culture, from different backgrounds in one place participating in sport, I feel elated. I was so happy. Whenever I think about this date, that particular day I'm so happy because I'm the kind of person that loves sport. Literally I participated in field hockey for my school in this particular day because I played field hockey for my school professionally but I love football. It was a very great day."
audio_880.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_880.wav," ok my best day life is watching good marks in 10th class exam, it is my best day and special day to me and also treat my special day to my parents also. In this I think when I writing exams it was difficult to me write exam sheet I cannot feel that it was a bad experience to me while writing exam I can think that I want get a good marks but after getting the result I felt very good by getting a good marks which was very very hopeful to me and also very pleasant to me while getting a good marks and my parents also very happy very enjoy which was getting my good marks and my friends also which was very pleasant and getting a good marks from me it was a good feel on that day I feel very better day to me to that day."
audio_921.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_921.wav, you
audio_68.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_68.wav," Yeah, I have a soy crowded market. There are different types of people out there. It's very crowded with a large number of people. On one side, some people are selling vegetables, some people are selling fruits, and some are selling other essential products that are required for the humans. And when I hear about the market, it's a fascinating thing that there will be a large number of the people. And from morning to evening, people work hard there to feed up themselves for their feed and all. And it's very... That's it."
audio_905.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_905.wav," my special day and which is the best day of my life that is my birthday when I was in 10th standard. It is my best day because every school friend was at my home and we had many memories. Without that day I think my life is incomplete. Whenever I remember that day I always get many thoughts about my school days and it remembers how we enjoyed in our schooling and also it brings a bright smile on my face. This is why this is I call that day as special as as I can say. The special day reminds me of all my schooling memories and how we fought, how we recollect and how we enjoyed our schooling with our friends. This is the best day of my life."
audio_1035.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1035.wav," I would like to visit South Korea because I really love the place to visit once in a life. And I would like to travel to Europe because that would be my first experience. I would like to taste the local dishes in South Korea like kimchi, jampong, sushi and any other spicy dishes. I would like to visit the country in autumn season because the flowers or the cherry blossoms"
audio_1290.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1290.wav," My goal is to become a bank employer and the goal is important to deserve the life. We must maintain one of the goals. I face many challenges while coming to the goal in my life. To become a bank employer, we have to face many problems. We have to face the challenges. I am ready to face the challenges whatever comes. I really struggle hard to work. I really struggle hard for successfully completing my life, my goal to become a bank employer. To become a bank employer, my mother motivated me."
audio_1221.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1221.wav, So market is the place where the seller sells a goods to the buyer and buyer spends some money on the thing what the seller is selling. In Korean market every person want to sell their object or a thing. The seller talk or speak loudly about the product which was they selling and also they provide the price in the market when the people hear the price of the product they can go
audio_824.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_824.wav, At first my hobby was not special about particular topic but when I was in school I was mostly attracted to the tennis court game which was my hobby and I would like to play tennis court and in school times I have plenty of time to play that. Now I am in college right now I don't have time to play and I would like to play the tennis court game with others and tennis court game will be played as singles and doubles. I prefer to play as singles because as of one opposition of the player only one person so I can easily enjoy that game very well and tennis court game gives most enthusiastic energetic performance for me and for this game we use a tools like tennis court ring that is used to play that tennis court game.
audio_743.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_743.wav, Market is a crowded place and here selling and buying takes place and there are a lot of the people where transactions will be held there like exchanging between the seller and buyer goods and their vegetable vendors and some other things are going on in the market and here the day is crowded like whatever we want we go to the market and buy the ad and it is like shouting there like selling their prices and increasing as compared to the others and like that there will be takes place and market is a good thing to everyone to take the things from there and it is a crowded place the scene is too much cloudy and
audio_676.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_676.wav," Basically, market means market is full of crowd because everyone are selling and buying the vegetables. So everyone wants to sell and buy the vegetables because vegetables are the main source to eat. And it is the main important thing for our market and our direction. So everyone wants to go to market so that's why the market is crowd. Crowd means it is all about by buying and selling the vegetables and everyone wants to eat. So that's why the market is all about crowd."
audio_1111.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1111.wav," Yes, there are several popular games and activities among students on the playground. Some common ones include tag, hopscotch, jump rope, poor square, basketball, soccer and various imaginative games like pretend player role-playing games. Trends may vary based on location, culture and age group but there are often staples in many school acts."
audio_354.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_354.wav," Best day in life is earning money. For everyone, money is most important. So, earning our self is a thing when we start earning. So, actually to earn money we have to know some skills. Even if we need money or to earn money we must complete our graduation or studies or need some skills. If we earn money while we are in school, it will be the best day for any student. I earn some money using referral apps. It makes a day which will be happy to everyone. Like me also, it's the best day. When I think about the day, it will be better than others. Because when we earn money, we own ourselves and purchase something which we need. So, that day is the best day."
audio_134.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_134.wav," The people are selling fruits and vegetables in the market. They just use fresh water, fresh fruits, fresh vegetables. Sound here in the market was just 20 rupees per kg. And according to people they can buy the fruit according to the best price. The crowd would change throughout the day from morning to evening. There is no such crowd in the early morning. But around 10 to 11 the crowd were increased and even in the evening the crowd was much better."
audio_881.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_881.wav," Yeah, the best day of my life is when I'm having a pregnant, when I get pregnant, when the time of, and when way back when I was 19 years old that time. And then this is the best day of my life, mixed emotions. I have a baby that year, 2011, and then mixed emotions, happy, sad, and I don't know what to do for being a first time mom. And then I grow and care my son from way back 2011 up to this point when he is turning 13 on December 12, 2011. And then thinking that day, I want to take good care of that child. Whatever happens, I'm a solo parent and then yeah, that's it."
audio_877.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_877.wav, I don't know. I don't know. You're not going to say no? No. No. The first day of my life was when I graduated from high school. I was so excited because I felt there's going to be a lot of opportunities for me. I felt so happy being there. I worked on the book I wrote. I ate so much to eat and drink. I was so happy. I was so happy to be there to grace the old events.
audio_687.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_687.wav, okay in code market there is a lot of people they are selling a lot of things like a large stone like a bike or car they are selling a lot of things which is lot of lot of stone and they can they sell a lot of things which can be incredible things they can be there in market we can see so many people from evening to morning they can sell different types of things from for their livelihood so so many people are present in there I think so many people have come there to enjoy and their life there was a present place there we can see that so many people like like we can see that no one can come there
audio_1120.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1120.wav," My goal and importance is to become an IT sector employee and MNC reputed companies is long term goal, short term goal is to get in a job in IT sectors and it makes me proud to meet my parents and any challenges you can face to achieve this goal. My parents are too motivated to stay focused on this path to achieve your goal, to get a job in IT sectors and MNC companies. Mostly my parents and friends are too motivated to get a job in IT sectors."
audio_349.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_349.wav, So the topic is to describe the best day of your life. So the best day of my life is when I go to the tour in to mountain. I will climb the mountain and see natural beauties and meaningful faces and many more. I will climb 27 km in 15 hours and in mountains there are also some Jain temples and do very interesting and there are some fountains and mountains also. Thank you.
audio_1249.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1249.wav," My favorite hobby is drawing and I lot enjoy when my creative thoughts are come to realistic with my drawings. I use so many tools like pencils and in the pencils there are so many shades like the 2B etc. I like to draw alone. In the most of the time I draw my class from when I was 12 years old. I will draw most of the things like my lectures, exam, drawing, books, and for the day."
audio_1214.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1214.wav," Today I went to the supermarket and I have seen a lot of people, it is very crowded in the supermarket and most of the people are purchasing electronics which has an offer for the festival sale. I heard most of the announcements on the electronics which have the offer on the day. When I entered the market in the morning, it was fully crowded and when it comes to the evening, it is empty. The people, most of them are purchasing activities and figures and gaming consoles."
audio_19.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_19.wav," Describing about my hobbies, I would like to listen to songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. Describing a favorite hobby, what do you enjoy the most about your hobby, are there any tools that you need to use for your hobby, do you enjoy practicing your hobby or other with others. I mostly like to spend time with myself only to take care of myself."
audio_1234.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1234.wav," My town is my entire world. I was raised there. I was lot of lonely ending memories of it. I used to play there with my friends and cousins during my earlier. In my community everyone My town has many trees. I can only think of one spot. I enjoyed very well in my town. My favorite place is my hometown. In my hometown I enjoyed well. I get lot of happiness from my hometown because of my friends, family and relatives. There is more enough."
audio_679.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_679.wav," Actually, what are the people selling and buying in the market? In the market we see the people selling vegetables and fruits and flowers and many more things like the really hotels as well and the market is so much crowded actually because actually the market is much crowded in the morning early in the morning because the people will start cooking right from the morning itself like defense, next lunch, next dinner so definitely they need to buy in the morning most of them buy in the morning and the people like retail vegetables they had to get the vegetables at the normal at an affordable price then they had to go early in the morning and buy the vegetables with the offered."
audio_1322.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1322.wav, my favorite place to visit is our province which is Bicol and I love Chabali I love going to Bicol because there's a local foods or dishes that which I love to eat there I can eat seafood there that we can get from a sea and we used to travel or to go to our province which is Bicol when it's Holy Week so where our whole family is gathering our Holy Week or spend our Holy Week to our province and we we bond and we celebrate or spend the Holy Week together with our whole family
audio_1030.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1030.wav," My favorite place to visit is Rajasthan. It's a vibrant culture. There are different types of landscapes there. You can explore the places of Jaipur, witnessing the beautiful forts, different types of forts. You also have a desert to visit there in Rajasthan. In India, we can find only the desert in Rajasthan."
audio_712.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_712.wav," Market, we know market is a very crowded place. Market not only sells food essential or kitchen essential but also the things what we wear like clothes, shoes and many other things. In market while buying the things we choose places by their prices. When it comes to market we can hear lot of noises in the market. Also in the morning time it will be little crowded but as the day comes of the afternoon the noises started to increase."
audio_807.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_807.wav, I enjoy practicing my voice while singing at the karaoke because that is my hug. I used my phone and YouTube that connected it to the Bluetooth speakers and I enjoy this I'm so happy with my friends and family.
audio_1238.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1238.wav," I am describing my favorite hobby. My favorite hobby is to play musical instrument. My favorite instrument is mouth organ, caseo and guitar. I have all the three items presented in my room and I spend two hours daily on them. So this is my good hobby and this is my talent that is gifted and I am making this talent very beautiful. I am also participating in many of the events that are organized by the college and I am performing in that event so that I can provide some good music to the students that are listening in that events. So I am good at music and I love to play musical instruments."
audio_934.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_934.wav, Describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences so every day we have to think that it is a new chance or a new day to make and not about a single day as a best day I will try to make every day as a best day in my life not only a single day but I will I will treat every day as a best day and make every day as a special day in my life thank you
audio_677.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_677.wav," Market place is a very busy place where people go to buy articles of their needs. It is a center of attraction for both buyers and sellers. There is no much other place in the area having so much big risk business as a market. I always find a big crowd there. There are several shops all decorated beautifully. Big shops with more attractive business come here from far and wide for purchasing or selling their products. The market is always crowded with carts, horses, donkeys and camels. They come loaded with the produce of season such as cotton, grain, oil, seeds, vegetables, etc."
audio_539.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_539.wav," Yeah, my journey to Karnataka state was amazing and that experience get me feel a wonderful days. And local foods or dishes from this place were I would like to eat special foods not a rarely choose I think biryani and some more dishes that chooses those places correctly match them. And the season I would prefer is winter season. At that time the place will be cool and weather time made I would like to amazing."
audio_155.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_155.wav," I like to play badminton. It is one of my favorite hobby. It always teaches how to take the right steps. It always teaches me how to be focused. Other than that, it always has taught me how to take the perfect decision on time. Which shot I have to play, it always not only helps me to be fit and active, it also teaches me how to take the best decisions. Apart from that, it has maintained my life into a good routine as it is my favorite hobby and whenever I play it, I always end up with a good spirit. I have been passionately pursuing my hobby from the past 6 years. It involves using various mediums. I can play it indoor, outside. So that's my favorite hobby."
audio_277.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_277.wav," My topic is to describe the best day in my life. And the best day in my life is when I am studying 10th standard. They suddenly plan to conduct an essay writing about social media. Actually we are not aware about at the time when I am studying my 10th standard. But they opted to select the Telugu, Hindi and English languages. They intimated us to participate and then leave the college for the last day. We have the Dastra holidays at the time. At the end, after the day we need to enjoy our holidays. Everyone in that mood. But they conducted the essay writing. Due to my staff instructions, I participated in that. Unfortunately, I won it that day. I had taken the award from the inspector's office."
audio_630.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_630.wav," Well, given that saying, I mean, to be honest, I think that's a right. This goal is important to me. The challenges I face are a lot. What motivates me to stay focused is my determination and focus. To work hard. As long as someone is there to support me in the fight against cancer, I'll never be dar earn hair transplant. Disclaimer! When I love you when you love me,aked up on me whatever it takes. Thank you. Thank you."
audio_1116.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1116.wav, Then life is to continuously learn and grow myself while also helping others so that they can feel very happy. I would like to help others who are in need of something. I also strive to make a positive impact on the world. I want to contribute myself for a better world.
audio_816.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_816.wav, The most of the the What do you enjoy the most? The favorite hobby is to watch movies and I used to watch the movies which gives us a co which is a comedy movie and I used to watch with my family and the tools needed for this hobby or the television and mobile etc. And I used to watch the movies which gives a family entertainment and thriller movies and I don't like to watch the movies which are horror movies etc.
audio_1197.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1197.wav," My goal in life are ultimately to achieve success in my life. My goals are to also have happiness, prosperity and in every area in my life and the freedom and the peace within to be able to among my carry goals. My goals are also heavy influenced on the hardships my parents have had to endure such as facing ridicule for the simple fact of being immigrants. The extremely difficult time they endured due to unemployment and living in poverty and the low degree of education they received from their countries. My goals are so important to me because I view it as way out of navigating my out of harder life."
audio_840.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_840.wav," My hobby is watching TV, TV and web series and movies. I like the most about the NTR and his movies and his action. I like to cultivate the habit of the NTR and I just like to practice the dance and way of talking of his style. I like the most habits of him. I am so much interested about his behavior and his humanity and his goodness and his looks. Whatever the things I am most attracted towards him and just it's my hobby to see him in the big screen like that and I just want to remember his name everyday and I am so much in love with him and he is a good person, his looks are good."
audio_821.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_821.wav, My favorite hobby is playing cricket. I like to play cricket with my friends. I go to the ground with my friends and play cricket. I enjoy a lot of playing cricket. My favorite hobby is team work.
audio_538.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_538.wav," Recently I visited Tirumala. Such a wonderful place. Me and my friends plan to move to Tirumala on train. It's a wonderful, fascinating journey. A lot of memories are grabbed, grabbing in that journey and bonding also. In Tirumala, sambar and dosa is a favorite dish. Some awesome food. It's a good thing."
audio_752.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_752.wav," My hobby is to sing. Basically I am a Karnataka musician. I have started learning to sing from my childhood. I like singing, I love singing, I enjoy singing very much. And during my singing journey, I will go to a temple near my home where they will perform bhajans. And every Saturday I will go and sing there all the songs I know related to the god in that temple. And I will enjoy singing very much. There will be so many people singing along with me. I like to sing alone as well as sing with others. So I have participated in many group songs etc."
audio_771.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_771.wav, My favorite hobby is to irritate my best friend because it gives lots of thrill and enjoyment to me. It is a time pass. We both also enjoyed. We got some memories. We almost want to spend more time. It is my favorite hobby because he treats me like a kid. I always want to irritate him. He also likes to irritate me because we both have same mindset and mental vibes. We both have same mindset. That's why we are very close to each other. It is a part of our hobby. We enjoy with a lot and we spend more time.
audio_1032.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1032.wav," My favorite place to visit is Kerala. It's so beautiful with greenery and boat traveling. And there are many famous places like Winard. Some more like full of greenery and nature, peaceful mind. And there was many foods like they prepare with coconut. And the traditional also so good. And like I like to travel more like Keralas and Himalayas and much more like places to enjoy myself, to take my time to myself, to around, to explore by me. And that's all."
audio_944.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_944.wav," in my school playground, me and my friends met together and divided into teams and we play for first innings and after that again we play second innings after that we play"
audio_1105.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1105.wav," All my friends are eagerly waiting to visit Lakshadweep. It is a beautiful place which are coming under the region of India. It is very convenient to go. Recently, the Prime Minister visited this place and all social media is very exposed to this place. That's why we are interested to visit Lakshadweep and explore the places which are mainly highlighted in those areas and experience the food too."
audio_66.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_66.wav, My topic is to describe about the scene of the crowded market. Once in a week we go to the market to buy the vegetables and the items for food. Today morning I went to the market along with my mom. It was very crowded literally. I felt little bit nervous to walk in such crowd and to buy vegetables what we needed. The market was full of vegetables and my favorite food item is potato curry. Every time we go to the market we buy at least 2 kilos of potatoes. Today due to the high rates we did not buy it. The market was full of crowd and with high cost of vegetables.
audio_1019.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1019.wav, I have very large playground in my school. We play cricket Kabaddi. In my playground my P.E.T. was very good to teach us how to play different games in very patiently encouraged us to play the games. We are very early waiting to play the games at that time.
audio_1330.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_1330.wav," I think the goal that I am achieving right now is to be happy, completely happy. Because I think in this generation it's not easy to achieve. And also just being here, I like to achieve my small means of life such as having my own space. Because it's not easy to live with my parents right now. So I think that is my real goal as of the moment. What challenges would you face? I think that the budgeting because it's not easy to have your own space when you are short with the budget. That's why I think that is the hardest part of achieving that goal as of the moment. What motivates you to stay focused, determined to achieve your goals? I think the idea of living, the idea of being alone and having my own space. I think that's what makes me focus."
audio_658.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_658.wav," It was a fine morning. Me and my friend went to the market to buy some things. The market was very crowded. There were many people selling vegetables, fruits and vegetables etc. There were green vegetables and fruits present which was very attractive to my eyes and mind. Stomach started giving sound. I'm so hungry I have to buy and go. But it was so crowded. I could hear the people walking here and there buying so many things. Those shopkeepers were shouting tomato, cucumber, radish, cabbage etc. From the morning to evening."
audio_908.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_908.wav, The best day of my life is we went to Manali with my friends and the trip is of 10 days and the best day of my life is when we went to Dothang Pass and we had enjoyed a lot and I suggest for all of you that you visit the place of Dothang Pass where you can experience many many many more joyfulness and excitement of seeing the mountains and the cool and the the serenity have made my day special actually and I feel tender while when I think about the day of Dothang Pass and we enjoyed a lot as much as possible. I recommend all to visit the place of Dothang Pass.
audio_893.wav,2.5,/kaggle/input/dataset/Dataset/audios/train/audio_893.wav," The best day that happened in my life is when I traveled with my friend using our bicycle. The experience of our unity every time someone get into plotting their tires, we help each other that time to just to continue our journey to our goals. And if that, I think that happen, if that never happened, our bandit would never really be closed. We're not gonna be really closed. It's so special that..."
audio_1297.wav,2.0,/kaggle/input/dataset/Dataset/audios/train/audio_1297.wav," My topic is to describe the best day of my life. I thought that I felt very happy and very enthusiastic the year before because I am very poor at cooking. But I know how to cook tiffins and maggi like that only the fast food items. I don't know how to cook the dal and rasam. But on the day my mother fell sick, I need to cook on the day to my mother and to prepare for myself. I watched a youtube video and then I started cooking the dal. Initially I felt very nervous whether it tastes good or not. But once I watched the video I started cooking. It resulted very in good way. Everyone likes the dal and asked me to cook daily. That was my best day."
audio_545.wav,3.0,/kaggle/input/dataset/Dataset/audios/train/audio_545.wav," So, describing the favorite place of mine is Vrindavan. First of all, we book our tickets and we go by a train to the Vrindavan. It is a very beautiful place and everyone must have to visit. Vrindavan is the place of Lord Krishna. Talking about local foods or dishes, Lassi which is made up of curd is very famous and I love so much. Other than that, there is no particular time or season. Holi is a special season and they play Holi for a month. This is all about Vrindavan."
audio_1332.wav,3.0,/kaggle/input/dataset/Dataset/audios/train/audio_1332.wav," Describe your goal in life. So what makes this goal important to you? What challenges would you face to achieve this goal? And what motivates you to stay focused and determined on the path to achieving your goal? So first, what makes this goal? So first, my goal in life is to work in a BPO role. And after that, what challenges? So the challenges in working in a BPO is the job application because we need to communicate to the recruited operations using the language. And what motivates you to stay focused and determined on the path to achieving your goal? So that's why I need to work. Thank you."
